Participant,Item,Preview,Predictability,Condition,FFD,GD
y33dxy,32,V,H,VH,NA,NA
y33dxy,34,V,H,VH,228,228
y33dxy,35,V,H,VH,NA,NA
y33dxy,36,V,H,VH,NA,NA
y33dxy,37,V,H,VH,NA,NA
y33dxy,39,V,H,VH,NA,NA
y33dxy,40,V,H,VH,241,241
y33dxy,41,I,L,IL,243,511
y33dxy,42,I,L,IL,NA,NA
y33dxy,43,I,L,IL,263,263
y33dxy,44,I,L,IL,313,313
y33dxy,47,I,L,IL,510,510
y33dxy,48,I,L,IL,197,197
y33dxy,50,I,L,IL,NA,NA
y33dxy,51,I,L,IL,237,237
y33dxy,52,I,L,IL,NA,NA
y33dxy,56,I,L,IL,365,365
y33dxy,57,I,L,IL,362,362
y33dxy,58,I,L,IL,186,186
y33dxy,61,V,L,VL,183,183
y33dxy,62,V,L,VL,NA,NA
y33dxy,63,V,L,VL,NA,NA
y33dxy,65,V,L,VL,253,253
y33dxy,66,V,L,VL,NA,NA
y33dxy,67,V,L,VL,NA,NA
y33dxy,68,V,L,VL,NA,NA
y33dxy,69,V,L,VL,NA,NA
y33dxy,70,V,L,VL,NA,NA
y33dxy,72,V,L,VL,194,194
y33dxy,73,V,L,VL,204,204
y33dxy,74,V,L,VL,NA,NA
y33dxy,75,V,L,VL,197,197
y33dxy,77,V,L,VL,199,199
y33dxy,78,V,L,VL,137,137
y33dxy,79,V,L,VL,NA,NA
y34fsq,1,V,H,VH,187,187
y34fsq,3,V,H,VH,148,148
y34fsq,7,V,H,VH,NA,NA
y34fsq,10,V,H,VH,NA,NA
y34fsq,11,V,H,VH,NA,NA
y34fsq,12,V,H,VH,242,242
y34fsq,13,V,H,VH,NA,NA
y34fsq,14,V,H,VH,270,270
y34fsq,15,V,H,VH,NA,NA
y34fsq,17,V,H,VH,288,288
y34fsq,18,V,H,VH,261,261
y34fsq,20,V,H,VH,NA,NA
y34fsq,21,I,L,IL,252,354
y34fsq,23,I,L,IL,179,179
y34fsq,24,I,L,IL,290,290
y34fsq,25,I,L,IL,229,229
y34fsq,26,I,L,IL,185,185
y34fsq,27,I,L,IL,145,145
y34fsq,28,I,L,IL,NA,NA
y34fsq,29,I,L,IL,NA,NA
y34fsq,31,I,L,IL,294,511
y34fsq,32,I,L,IL,192,192
y34fsq,33,I,L,IL,284,284
y34fsq,34,I,L,IL,229,229
y34fsq,36,I,L,IL,294,294
y34fsq,39,I,L,IL,NA,NA
y34fsq,40,I,L,IL,NA,NA
y34fsq,41,V,L,VL,216,216
y34fsq,42,V,L,VL,NA,NA
y34fsq,46,V,L,VL,NA,NA
y34fsq,47,V,L,VL,247,247
y34fsq,49,V,L,VL,NA,NA
y34fsq,50,V,L,VL,157,157
y34fsq,52,V,L,VL,NA,NA
y34fsq,53,V,L,VL,NA,NA
y34fsq,55,V,L,VL,NA,NA
y34fsq,57,V,L,VL,706,706
y34fsq,59,V,L,VL,287,287
y34fsq,61,I,H,IH,NA,NA
y34fsq,62,I,H,IH,NA,NA
y34fsq,63,I,H,IH,179,179
y34fsq,65,I,H,IH,NA,NA
y34fsq,67,I,H,IH,NA,NA
y34fsq,68,I,H,IH,185,185
y34fsq,69,I,H,IH,NA,NA
y34fsq,70,I,H,IH,92,216
y34fsq,71,I,H,IH,NA,NA
y34fsq,72,I,H,IH,170,170
y34fsq,73,I,H,IH,471,471
y34fsq,74,I,H,IH,NA,NA
y34fsq,76,I,H,IH,254,254
y34fsq,77,I,H,IH,NA,NA
y34fsq,80,I,H,IH,187,187
y35yyh,3,I,L,IL,NA,NA
y35yyh,7,I,L,IL,248,248
y35yyh,11,I,L,IL,283,283
y35yyh,13,I,L,IL,268,268
y35yyh,17,I,L,IL,NA,NA
y35yyh,21,V,L,VL,NA,NA
y35yyh,23,V,L,VL,NA,NA
y35yyh,30,V,L,VL,NA,NA
y35yyh,36,V,L,VL,NA,NA
y35yyh,37,V,L,VL,251,488
y35yyh,39,V,L,VL,NA,NA
y35yyh,40,V,L,VL,186,186
y35yyh,43,I,H,IH,250,250
y35yyh,45,I,H,IH,301,301
y35yyh,50,I,H,IH,170,170
y35yyh,51,I,H,IH,NA,NA
y35yyh,55,I,H,IH,NA,NA
y35yyh,57,I,H,IH,NA,NA
y35yyh,60,I,H,IH,NA,NA
y35yyh,61,V,H,VH,140,140
y35yyh,63,V,H,VH,NA,NA
y35yyh,64,V,H,VH,NA,NA
y35yyh,66,V,H,VH,214,214
y35yyh,71,V,H,VH,NA,NA
y35yyh,74,V,H,VH,NA,NA
y35yyh,75,V,H,VH,NA,NA
y35yyh,76,V,H,VH,270,270
y35yyh,79,V,H,VH,237,237
y36xsz,1,V,L,VL,280,280
y36xsz,2,V,L,VL,231,231
y36xsz,3,V,L,VL,206,206
y36xsz,4,V,L,VL,288,551
y36xsz,5,V,L,VL,NA,NA
y36xsz,6,V,L,VL,239,239
y36xsz,7,V,L,VL,318,318
y36xsz,8,V,L,VL,251,454
y36xsz,9,V,L,VL,285,285
y36xsz,10,V,L,VL,318,318
y36xsz,12,V,L,VL,200,200
y36xsz,13,V,L,VL,NA,NA
y36xsz,14,V,L,VL,NA,NA
y36xsz,15,V,L,VL,215,215
y36xsz,16,V,L,VL,200,555
y36xsz,17,V,L,VL,284,284
y36xsz,18,V,L,VL,329,329
y36xsz,19,V,L,VL,NA,NA
y36xsz,21,I,H,IH,459,459
y36xsz,22,I,H,IH,499,499
y36xsz,23,I,H,IH,256,539
y36xsz,24,I,H,IH,323,323
y36xsz,25,I,H,IH,303,747
y36xsz,27,I,H,IH,600,782
y36xsz,28,I,H,IH,249,249
y36xsz,29,I,H,IH,314,314
y36xsz,30,I,H,IH,300,300
y36xsz,31,I,H,IH,461,461
y36xsz,32,I,H,IH,249,461
y36xsz,33,I,H,IH,252,252
y36xsz,34,I,H,IH,276,450
y36xsz,36,I,H,IH,398,398
y36xsz,37,I,H,IH,222,450
y36xsz,38,I,H,IH,214,214
y36xsz,39,I,H,IH,303,303
y36xsz,40,I,H,IH,396,396
y36xsz,41,V,H,VH,192,192
y36xsz,43,V,H,VH,283,283
y36xsz,44,V,H,VH,195,195
y36xsz,45,V,H,VH,338,338
y36xsz,46,V,H,VH,135,135
y36xsz,47,V,H,VH,NA,NA
y36xsz,48,V,H,VH,228,228
y36xsz,49,V,H,VH,220,220
y36xsz,50,V,H,VH,118,118
y36xsz,51,V,H,VH,NA,NA
y36xsz,52,V,H,VH,135,135
y36xsz,53,V,H,VH,180,180
y36xsz,54,V,H,VH,236,236
y36xsz,55,V,H,VH,244,244
y36xsz,58,V,H,VH,290,290
y36xsz,59,V,H,VH,154,154
y36xsz,60,V,H,VH,228,228
y36xsz,62,I,L,IL,243,243
y36xsz,63,I,L,IL,307,307
y36xsz,64,I,L,IL,264,469
y36xsz,65,I,L,IL,307,307
y36xsz,67,I,L,IL,364,364
y36xsz,68,I,L,IL,215,520
y36xsz,69,I,L,IL,386,386
y36xsz,70,I,L,IL,432,432
y36xsz,71,I,L,IL,247,247
y36xsz,72,I,L,IL,304,707
y36xsz,73,I,L,IL,349,349
y36xsz,74,I,L,IL,351,351
y36xsz,75,I,L,IL,227,411
y36xsz,76,I,L,IL,237,237
y36xsz,78,I,L,IL,527,527
y36xsz,79,I,L,IL,403,403
y36xsz,80,I,L,IL,229,676
y38lll,1,V,H,VH,213,213
y38lll,2,V,H,VH,NA,NA
y38lll,3,V,H,VH,NA,NA
y38lll,6,V,H,VH,307,307
y38lll,7,V,H,VH,NA,NA
y38lll,11,V,H,VH,NA,NA
y38lll,12,V,H,VH,NA,NA
y38lll,13,V,H,VH,300,300
y38lll,14,V,H,VH,NA,NA
y38lll,15,V,H,VH,NA,NA
y38lll,16,V,H,VH,NA,NA
y38lll,17,V,H,VH,321,321
y38lll,19,V,H,VH,226,226
y38lll,20,V,H,VH,141,141
y38lll,24,I,L,IL,432,432
y38lll,25,I,L,IL,210,471
y38lll,26,I,L,IL,164,353
y38lll,28,I,L,IL,205,367
y38lll,30,I,L,IL,412,412
y38lll,31,I,L,IL,535,535
y38lll,33,I,L,IL,188,188
y38lll,36,I,L,IL,128,128
y38lll,37,I,L,IL,352,352
y38lll,38,I,L,IL,NA,NA
y38lll,39,I,L,IL,198,198
y38lll,40,I,L,IL,NA,NA
y38lll,42,V,L,VL,227,227
y38lll,43,V,L,VL,198,198
y38lll,44,V,L,VL,NA,NA
y38lll,45,V,L,VL,NA,NA
y38lll,46,V,L,VL,194,194
y38lll,48,V,L,VL,181,181
y38lll,49,V,L,VL,NA,NA
y38lll,50,V,L,VL,NA,NA
y38lll,51,V,L,VL,NA,NA
y38lll,52,V,L,VL,NA,NA
y38lll,56,V,L,VL,351,351
y38lll,60,V,L,VL,NA,NA
y38lll,61,I,H,IH,309,559
y38lll,62,I,H,IH,NA,NA
y38lll,63,I,H,IH,300,300
y38lll,64,I,H,IH,252,252
y38lll,66,I,H,IH,NA,NA
y38lll,67,I,H,IH,367,367
y38lll,68,I,H,IH,170,170
y38lll,69,I,H,IH,170,326
y38lll,70,I,H,IH,114,114
y38lll,71,I,H,IH,190,190
y38lll,72,I,H,IH,296,467
y38lll,74,I,H,IH,174,174
y38lll,75,I,H,IH,134,134
y38lll,76,I,H,IH,275,275
y38lll,77,I,H,IH,223,223
y38lll,79,I,H,IH,176,176
y39dmz,1,I,L,IL,NA,NA
y39dmz,2,I,L,IL,NA,NA
y39dmz,3,I,L,IL,NA,NA
y39dmz,5,I,L,IL,NA,NA
y39dmz,6,I,L,IL,NA,NA
y39dmz,12,I,L,IL,NA,NA
y39dmz,14,I,L,IL,NA,NA
y39dmz,15,I,L,IL,NA,NA
y39dmz,17,I,L,IL,NA,NA
y39dmz,18,I,L,IL,NA,NA
y39dmz,21,V,L,VL,NA,NA
y39dmz,24,V,L,VL,237,237
y39dmz,25,V,L,VL,NA,NA
y39dmz,28,V,L,VL,NA,NA
y39dmz,29,V,L,VL,NA,NA
y39dmz,31,V,L,VL,NA,NA
y39dmz,33,V,L,VL,NA,NA
y39dmz,36,V,L,VL,NA,NA
y39dmz,37,V,L,VL,NA,NA
y39dmz,39,V,L,VL,NA,NA
y39dmz,40,V,L,VL,NA,NA
y39dmz,47,I,H,IH,NA,NA
y39dmz,49,I,H,IH,NA,NA
y39dmz,50,I,H,IH,210,210
y39dmz,51,I,H,IH,NA,NA
y39dmz,52,I,H,IH,NA,NA
y39dmz,53,I,H,IH,NA,NA
y39dmz,60,I,H,IH,NA,NA
y39dmz,65,V,H,VH,NA,NA
y39dmz,67,V,H,VH,NA,NA
y39dmz,71,V,H,VH,NA,NA
y39dmz,72,V,H,VH,NA,NA
y39dmz,74,V,H,VH,NA,NA
y39dmz,75,V,H,VH,NA,NA
y39dmz,76,V,H,VH,NA,NA
y39dmz,77,V,H,VH,NA,NA
y39dmz,79,V,H,VH,272,272
y40wgs,1,V,L,VL,NA,NA
y40wgs,3,V,L,VL,164,164
y40wgs,7,V,L,VL,186,186
y40wgs,9,V,L,VL,191,191
y40wgs,10,V,L,VL,NA,NA
y40wgs,12,V,L,VL,NA,NA
y40wgs,13,V,L,VL,NA,NA
y40wgs,15,V,L,VL,NA,NA
y40wgs,16,V,L,VL,175,175
y40wgs,18,V,L,VL,NA,NA
y40wgs,19,V,L,VL,172,172
y40wgs,20,V,L,VL,NA,NA
y40wgs,22,I,H,IH,NA,NA
y40wgs,23,I,H,IH,NA,NA
y40wgs,24,I,H,IH,175,175
y40wgs,26,I,H,IH,211,211
y40wgs,28,I,H,IH,230,230
y40wgs,29,I,H,IH,203,512
y40wgs,30,I,H,IH,278,278
y40wgs,32,I,H,IH,218,218
y40wgs,34,I,H,IH,NA,NA
y40wgs,36,I,H,IH,180,180
y40wgs,37,I,H,IH,232,232
y40wgs,38,I,H,IH,NA,NA
y40wgs,39,I,H,IH,NA,NA
y40wgs,42,V,H,VH,200,200
y40wgs,44,V,H,VH,183,183
y40wgs,45,V,H,VH,87,87
y40wgs,46,V,H,VH,NA,NA
y40wgs,47,V,H,VH,109,109
y40wgs,48,V,H,VH,148,148
y40wgs,49,V,H,VH,NA,NA
y40wgs,51,V,H,VH,NA,NA
y40wgs,52,V,H,VH,NA,NA
y40wgs,53,V,H,VH,NA,NA
y40wgs,54,V,H,VH,NA,NA
y40wgs,55,V,H,VH,NA,NA
y40wgs,56,V,H,VH,201,201
y40wgs,57,V,H,VH,NA,NA
y40wgs,59,V,H,VH,NA,NA
y40wgs,60,V,H,VH,NA,NA
y40wgs,61,I,L,IL,NA,NA
y40wgs,62,I,L,IL,173,173
y40wgs,63,I,L,IL,189,189
y40wgs,65,I,L,IL,NA,NA
y40wgs,66,I,L,IL,219,219
y40wgs,67,I,L,IL,165,165
y40wgs,68,I,L,IL,280,280
y40wgs,69,I,L,IL,243,243
y40wgs,72,I,L,IL,246,246
y40wgs,73,I,L,IL,NA,NA
y40wgs,74,I,L,IL,167,167
y40wgs,76,I,L,IL,237,237
y40wgs,77,I,L,IL,NA,NA
y40wgs,78,I,L,IL,NA,NA
y40wgs,79,I,L,IL,167,167
y40wgs,80,I,L,IL,NA,NA
y41xff,1,I,H,IH,263,263
y41xff,3,I,H,IH,391,391
y41xff,4,I,H,IH,473,609
y41xff,6,I,H,IH,328,328
y41xff,7,I,H,IH,270,270
y41xff,8,I,H,IH,281,281
y41xff,9,I,H,IH,369,369
y41xff,10,I,H,IH,182,518
y41xff,11,I,H,IH,342,342
y41xff,12,I,H,IH,494,494
y41xff,13,I,H,IH,327,327
y41xff,14,I,H,IH,195,302
y41xff,15,I,H,IH,419,419
y41xff,16,I,H,IH,335,335
y41xff,17,I,H,IH,234,234
y41xff,18,I,H,IH,349,349
y41xff,20,I,H,IH,290,290
y41xff,21,V,H,VH,163,163
y41xff,23,V,H,VH,187,187
y41xff,24,V,H,VH,153,153
y41xff,26,V,H,VH,NA,NA
y41xff,27,V,H,VH,204,204
y41xff,28,V,H,VH,NA,NA
y41xff,29,V,H,VH,NA,NA
y41xff,30,V,H,VH,NA,NA
y41xff,31,V,H,VH,226,226
y41xff,32,V,H,VH,NA,NA
y41xff,34,V,H,VH,210,210
y41xff,35,V,H,VH,162,162
y41xff,36,V,H,VH,173,173
y41xff,37,V,H,VH,NA,NA
y41xff,38,V,H,VH,NA,NA
y41xff,39,V,H,VH,174,174
y41xff,40,V,H,VH,186,186
y41xff,42,I,L,IL,221,221
y41xff,43,I,L,IL,506,506
y41xff,45,I,L,IL,189,189
y41xff,46,I,L,IL,431,431
y41xff,47,I,L,IL,346,346
y41xff,48,I,L,IL,NA,NA
y41xff,49,I,L,IL,325,325
y41xff,50,I,L,IL,293,293
y41xff,51,I,L,IL,427,427
y41xff,52,I,L,IL,NA,NA
y41xff,53,I,L,IL,404,404
y41xff,55,I,L,IL,NA,NA
y41xff,56,I,L,IL,370,370
y41xff,57,I,L,IL,259,259
y41xff,58,I,L,IL,363,363
y41xff,59,I,L,IL,NA,NA
y41xff,60,I,L,IL,360,360
y41xff,61,V,L,VL,NA,NA
y41xff,63,V,L,VL,182,182
y41xff,64,V,L,VL,NA,NA
y41xff,65,V,L,VL,NA,NA
y41xff,66,V,L,VL,NA,NA
y41xff,67,V,L,VL,NA,NA
y41xff,68,V,L,VL,NA,NA
y41xff,69,V,L,VL,NA,NA
y41xff,70,V,L,VL,182,182
y41xff,71,V,L,VL,192,192
y41xff,72,V,L,VL,256,256
y41xff,74,V,L,VL,279,279
y41xff,75,V,L,VL,NA,NA
y41xff,76,V,L,VL,273,273
y41xff,77,V,L,VL,312,312
y41xff,78,V,L,VL,NA,NA
y41xff,79,V,L,VL,185,185
y41xff,80,V,L,VL,185,185
y42wyt,1,V,H,VH,196,196
y42wyt,3,V,H,VH,161,161
y42wyt,4,V,H,VH,250,250
y42wyt,6,V,H,VH,206,206
y42wyt,7,V,H,VH,268,268
y42wyt,9,V,H,VH,NA,NA
y42wyt,11,V,H,VH,NA,NA
y42wyt,12,V,H,VH,NA,NA
y42wyt,13,V,H,VH,199,199
y42wyt,14,V,H,VH,148,148
y42wyt,15,V,H,VH,231,231
y42wyt,16,V,H,VH,191,191
y42wyt,17,V,H,VH,197,197
y42wyt,18,V,H,VH,397,397
y42wyt,19,V,H,VH,215,215
y42wyt,20,V,H,VH,186,186
y42wyt,21,I,L,IL,387,387
y42wyt,22,I,L,IL,496,496
y42wyt,23,I,L,IL,281,281
y42wyt,24,I,L,IL,277,277
y42wyt,25,I,L,IL,291,291
y42wyt,26,I,L,IL,262,262
y42wyt,27,I,L,IL,388,388
y42wyt,28,I,L,IL,193,193
y42wyt,30,I,L,IL,192,390
y42wyt,31,I,L,IL,413,413
y42wyt,32,I,L,IL,351,351
y42wyt,33,I,L,IL,109,315
y42wyt,34,I,L,IL,356,356
y42wyt,36,I,L,IL,380,380
y42wyt,37,I,L,IL,401,401
y42wyt,40,I,L,IL,169,169
y42wyt,41,V,L,VL,231,231
y42wyt,42,V,L,VL,166,166
y42wyt,43,V,L,VL,NA,NA
y42wyt,44,V,L,VL,562,761
y42wyt,46,V,L,VL,207,207
y42wyt,47,V,L,VL,302,302
y42wyt,48,V,L,VL,NA,NA
y42wyt,49,V,L,VL,164,164
y42wyt,50,V,L,VL,211,211
y42wyt,51,V,L,VL,202,202
y42wyt,52,V,L,VL,NA,NA
y42wyt,53,V,L,VL,311,311
y42wyt,54,V,L,VL,181,181
y42wyt,55,V,L,VL,277,277
y42wyt,56,V,L,VL,256,256
y42wyt,57,V,L,VL,252,252
y42wyt,58,V,L,VL,237,237
y42wyt,59,V,L,VL,198,198
y42wyt,60,V,L,VL,NA,NA
y42wyt,61,I,H,IH,357,357
y42wyt,62,I,H,IH,238,238
y42wyt,63,I,H,IH,284,284
y42wyt,64,I,H,IH,249,249
y42wyt,65,I,H,IH,300,300
y42wyt,66,I,H,IH,283,426
y42wyt,67,I,H,IH,308,393
y42wyt,68,I,H,IH,441,441
y42wyt,69,I,H,IH,343,343
y42wyt,71,I,H,IH,241,241
y42wyt,72,I,H,IH,131,413
y42wyt,73,I,H,IH,354,354
y42wyt,74,I,H,IH,189,189
y42wyt,75,I,H,IH,198,198
y42wyt,76,I,H,IH,331,331
y42wyt,77,I,H,IH,283,283
y42wyt,78,I,H,IH,NA,NA
y42wyt,79,I,H,IH,192,192
y42wyt,80,I,H,IH,344,344
y43fym,1,I,L,IL,377,377
y43fym,3,I,L,IL,NA,NA
y43fym,5,I,L,IL,NA,NA
y43fym,6,I,L,IL,NA,NA
y43fym,7,I,L,IL,NA,NA
y43fym,9,I,L,IL,NA,NA
y43fym,10,I,L,IL,421,421
y43fym,12,I,L,IL,302,302
y43fym,14,I,L,IL,NA,NA
y43fym,15,I,L,IL,271,271
y43fym,17,I,L,IL,NA,NA
y43fym,19,I,L,IL,NA,NA
y43fym,20,I,L,IL,285,285
y43fym,22,V,L,VL,156,156
y43fym,23,V,L,VL,226,226
y43fym,25,V,L,VL,NA,NA
y43fym,27,V,L,VL,NA,NA
y43fym,28,V,L,VL,275,275
y43fym,29,V,L,VL,374,374
y43fym,30,V,L,VL,295,295
y43fym,31,V,L,VL,NA,NA
y43fym,32,V,L,VL,NA,NA
y43fym,33,V,L,VL,NA,NA
y43fym,36,V,L,VL,NA,NA
y43fym,38,V,L,VL,NA,NA
y43fym,42,I,H,IH,246,246
y43fym,43,I,H,IH,NA,NA
y43fym,44,I,H,IH,NA,NA
y43fym,45,I,H,IH,352,352
y43fym,46,I,H,IH,NA,NA
y43fym,48,I,H,IH,400,400
y43fym,49,I,H,IH,NA,NA
y43fym,50,I,H,IH,366,366
y43fym,51,I,H,IH,314,314
y43fym,52,I,H,IH,417,417
y43fym,53,I,H,IH,NA,NA
y43fym,55,I,H,IH,NA,NA
y43fym,56,I,H,IH,NA,NA
y43fym,57,I,H,IH,NA,NA
y43fym,58,I,H,IH,242,242
y43fym,60,I,H,IH,NA,NA
y43fym,62,V,H,VH,NA,NA
y43fym,63,V,H,VH,196,196
y43fym,64,V,H,VH,NA,NA
y43fym,65,V,H,VH,NA,NA
y43fym,68,V,H,VH,244,244
y43fym,69,V,H,VH,NA,NA
y43fym,72,V,H,VH,248,248
y43fym,73,V,H,VH,NA,NA
y43fym,74,V,H,VH,NA,NA
y43fym,75,V,H,VH,NA,NA
y43fym,77,V,H,VH,NA,NA
y43fym,78,V,H,VH,NA,NA
y43fym,79,V,H,VH,NA,NA
y44wyr,1,V,L,VL,NA,NA
y44wyr,2,V,L,VL,NA,NA
y44wyr,4,V,L,VL,244,244
y44wyr,5,V,L,VL,NA,NA
y44wyr,6,V,L,VL,NA,NA
y44wyr,7,V,L,VL,NA,NA
y44wyr,8,V,L,VL,260,260
y44wyr,9,V,L,VL,470,470
y44wyr,10,V,L,VL,NA,NA
y44wyr,11,V,L,VL,NA,NA
y44wyr,12,V,L,VL,174,174
y44wyr,13,V,L,VL,157,157
y44wyr,14,V,L,VL,NA,NA
y44wyr,15,V,L,VL,166,166
y44wyr,16,V,L,VL,NA,NA
y44wyr,17,V,L,VL,NA,NA
y44wyr,18,V,L,VL,NA,NA
y44wyr,19,V,L,VL,NA,NA
y44wyr,20,V,L,VL,NA,NA
y44wyr,21,I,H,IH,NA,NA
y44wyr,22,I,H,IH,NA,NA
y44wyr,23,I,H,IH,NA,NA
y44wyr,25,I,H,IH,206,206
y44wyr,26,I,H,IH,NA,NA
y44wyr,27,I,H,IH,NA,NA
y44wyr,28,I,H,IH,164,164
y44wyr,29,I,H,IH,337,337
y44wyr,30,I,H,IH,NA,NA
y44wyr,32,I,H,IH,234,402
y44wyr,33,I,H,IH,NA,NA
y44wyr,35,I,H,IH,264,264
y44wyr,36,I,H,IH,241,241
y44wyr,37,I,H,IH,133,133
y44wyr,38,I,H,IH,334,334
y44wyr,39,I,H,IH,NA,NA
y44wyr,41,V,H,VH,NA,NA
y44wyr,42,V,H,VH,NA,NA
y44wyr,43,V,H,VH,164,164
y44wyr,44,V,H,VH,270,270
y44wyr,45,V,H,VH,NA,NA
y44wyr,46,V,H,VH,NA,NA
y44wyr,48,V,H,VH,NA,NA
y44wyr,49,V,H,VH,NA,NA
y44wyr,51,V,H,VH,152,152
y44wyr,52,V,H,VH,NA,NA
y44wyr,53,V,H,VH,NA,NA
y44wyr,54,V,H,VH,103,261
y44wyr,55,V,H,VH,NA,NA
y44wyr,57,V,H,VH,NA,NA
y44wyr,58,V,H,VH,NA,NA
y44wyr,59,V,H,VH,NA,NA
y44wyr,60,V,H,VH,NA,NA
y44wyr,61,I,L,IL,NA,NA
y44wyr,62,I,L,IL,NA,NA
y44wyr,63,I,L,IL,258,258
y44wyr,64,I,L,IL,214,214
y44wyr,65,I,L,IL,NA,NA
y44wyr,66,I,L,IL,NA,NA
y44wyr,67,I,L,IL,NA,NA
y44wyr,68,I,L,IL,253,253
y44wyr,69,I,L,IL,NA,NA
y44wyr,71,I,L,IL,NA,NA
y44wyr,72,I,L,IL,273,273
y44wyr,73,I,L,IL,530,530
y44wyr,75,I,L,IL,NA,NA
y44wyr,76,I,L,IL,NA,NA
y44wyr,77,I,L,IL,327,327
y44wyr,78,I,L,IL,NA,NA
y44wyr,79,I,L,IL,292,292
y44wyr,80,I,L,IL,381,381
y45zsy,1,I,H,IH,207,387
y45zsy,2,I,H,IH,459,459
y45zsy,3,I,H,IH,NA,NA
y45zsy,4,I,H,IH,177,534
y45zsy,5,I,H,IH,326,326
y45zsy,6,I,H,IH,341,341
y45zsy,7,I,H,IH,277,277
y45zsy,8,I,H,IH,384,384
y45zsy,9,I,H,IH,265,265
y45zsy,10,I,H,IH,248,467
y45zsy,11,I,H,IH,420,420
y45zsy,12,I,H,IH,259,259
y45zsy,13,I,H,IH,229,229
y45zsy,14,I,H,IH,314,813
y45zsy,15,I,H,IH,265,265
y45zsy,17,I,H,IH,439,439
y45zsy,18,I,H,IH,188,188
y45zsy,19,I,H,IH,351,351
y45zsy,20,I,H,IH,222,470
y45zsy,21,V,H,VH,288,712
y45zsy,22,V,H,VH,291,645
y45zsy,24,V,H,VH,173,173
y45zsy,25,V,H,VH,131,383
y45zsy,26,V,H,VH,276,276
y45zsy,27,V,H,VH,233,402
y45zsy,29,V,H,VH,183,312
y45zsy,30,V,H,VH,NA,NA
y45zsy,31,V,H,VH,335,335
y45zsy,33,V,H,VH,198,198
y45zsy,34,V,H,VH,275,533
y45zsy,35,V,H,VH,224,224
y45zsy,36,V,H,VH,210,210
y45zsy,38,V,H,VH,285,285
y45zsy,39,V,H,VH,224,342
y45zsy,40,V,H,VH,222,499
y45zsy,41,I,L,IL,253,449
y45zsy,42,I,L,IL,143,650
y45zsy,43,I,L,IL,200,350
y45zsy,44,I,L,IL,100,334
y45zsy,45,I,L,IL,242,242
y45zsy,46,I,L,IL,249,506
y45zsy,47,I,L,IL,136,535
y45zsy,48,I,L,IL,241,241
y45zsy,49,I,L,IL,NA,NA
y45zsy,50,I,L,IL,311,311
y45zsy,52,I,L,IL,310,310
y45zsy,53,I,L,IL,333,333
y45zsy,54,I,L,IL,268,711
y45zsy,56,I,L,IL,260,260
y45zsy,57,I,L,IL,274,541
y45zsy,58,I,L,IL,281,281
y45zsy,59,I,L,IL,278,278
y45zsy,60,I,L,IL,310,310
y45zsy,61,V,L,VL,241,658
y45zsy,62,V,L,VL,137,137
y45zsy,63,V,L,VL,326,326
y45zsy,64,V,L,VL,278,1088
y45zsy,65,V,L,VL,207,207
y45zsy,67,V,L,VL,223,223
y45zsy,69,V,L,VL,227,227
y45zsy,70,V,L,VL,402,402
y45zsy,71,V,L,VL,283,283
y45zsy,74,V,L,VL,177,177
y45zsy,75,V,L,VL,176,176
y45zsy,76,V,L,VL,392,392
y45zsy,77,V,L,VL,471,471
y45zsy,78,V,L,VL,257,257
y45zsy,79,V,L,VL,232,565
y45zsy,80,V,L,VL,312,312
y46hn,1,V,H,VH,181,181
y46hn,3,V,H,VH,NA,NA
y46hn,4,V,H,VH,260,260
y46hn,5,V,H,VH,158,158
y46hn,6,V,H,VH,305,305
y46hn,7,V,H,VH,201,201
y46hn,8,V,H,VH,194,194
y46hn,9,V,H,VH,164,164
y46hn,10,V,H,VH,244,244
y46hn,11,V,H,VH,228,474
y46hn,13,V,H,VH,506,506
y46hn,14,V,H,VH,NA,NA
y46hn,15,V,H,VH,197,197
y46hn,16,V,H,VH,153,153
y46hn,17,V,H,VH,249,484
y46hn,18,V,H,VH,325,325
y46hn,19,V,H,VH,242,414
y46hn,20,V,H,VH,NA,NA
y46hn,21,I,L,IL,446,446
y46hn,24,I,L,IL,366,513
y46hn,25,I,L,IL,133,133
y46hn,26,I,L,IL,334,460
y46hn,27,I,L,IL,332,457
y46hn,28,I,L,IL,315,450
y46hn,29,I,L,IL,479,479
y46hn,30,I,L,IL,530,530
y46hn,31,I,L,IL,426,426
y46hn,32,I,L,IL,276,444
y46hn,34,I,L,IL,132,132
y46hn,35,I,L,IL,436,579
y46hn,36,I,L,IL,318,464
y46hn,37,I,L,IL,385,673
y46hn,38,I,L,IL,265,495
y46hn,39,I,L,IL,279,431
y46hn,40,I,L,IL,381,529
y46hn,41,V,L,VL,182,182
y46hn,42,V,L,VL,211,370
y46hn,43,V,L,VL,NA,NA
y46hn,44,V,L,VL,239,239
y46hn,45,V,L,VL,182,182
y46hn,46,V,L,VL,172,425
y46hn,47,V,L,VL,138,138
y46hn,49,V,L,VL,425,425
y46hn,50,V,L,VL,268,510
y46hn,51,V,L,VL,186,186
y46hn,52,V,L,VL,597,597
y46hn,53,V,L,VL,547,793
y46hn,54,V,L,VL,166,166
y46hn,55,V,L,VL,226,226
y46hn,56,V,L,VL,241,611
y46hn,58,V,L,VL,186,328
y46hn,60,V,L,VL,271,271
y46hn,62,I,H,IH,177,448
y46hn,63,I,H,IH,201,201
